C01-EAN_CODE;C03-COM_REF;REF PHY;C05-GLOBAL_BRAND;C06-COLOR;C07-NAME;Description;C09-COMPOSITION_MATERIAL;C10-PRODUCT_DIMENSIONS;C17-GENDER;C18-SIZE;C19-SEC_ATT;C20-WEB_SIZE;C21-RRP_WO_VAT;C21-RRP_WITH_VAT;special price
;CLU5813-41-NERO;CLU5813NE;HOSIS;Nero;TRONCHETTO DONNA HOSIS NERO;;PELLE;;WOMEN;41;4;;59,9;73,1;39,9
;D621EC-37-NERO;D621ECNE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;37;1;;147,5;180;59
;D621EC-38-NERO;D621ECNE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;38;2;;147,5;180;59
;D621EC-39-NERO;D621ECNE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;39;0;;147,5;180;59
;D642SC -35-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;35;S;;147,5;180;59
;D642SC -36-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;36;5;;147,5;180;59
;D642SC -37-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;37;1;;147,5;180;59
;D642SC -38-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;38;2;;147,5;180;59
;D642SC -39-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;39;5;;147,5;180;59
;D642SC -40-GRIGIO;D642SCGR;GEOX;Grigio;SCARPA DONNA GEOX GRIGIO;;PELLE;;WOMEN;40;2;;147,5;180;59
;D643DCC9H6J-35-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;35;1;;147,5;180;59
;D643DCC9H6J-36-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;2;;147,5;180;59
;D643DCC9H6J-37-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;5;;147,5;180;59
;D643DCC9H6J-38-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;9;;147,5;180;59
;D643DCC9H6J-39-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;4;;147,5;180;59
;D643DCC9H6J-40-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;5;;147,5;180;59
;D643DCC9H6J-41-LEAD-CHESTNUT;D643DCC9H6JLECHES;;Grigio;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;1;;147,5;180;59
;D6468C-35-NERO;D6468CNE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;35;1;;147,5;180;59
;D724GFC5K9H-35-CREAM-LEAD;D724GFC5K9HCRLE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;35;1;;147,5;180;59
;D724GFC5K9H-36-CREAM-LEAD;D724GFC5K9HCRLE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;1;;147,5;180;59
;D724GFC5K9H-37-CREAM-LEAD;D724GFC5K9HCRLE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;2;;147,5;180;59
;D724GFC5K9H-38-CREAM-LEAD;D724GFC5K9HCRLE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;0;;147,5;180;59
;D724GFC5K9H-39-CREAM-LEAD;D724GFC5K9HCRLE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;0;;147,5;180;59
;D84AWA-36-NERO;D84AWANE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;36;1;;147,5;180;59
;D84AWA-38-NERO;D84AWANE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;38;5;;147,5;180;59
;D84AWA-40-NERO;D84AWANE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;40;2;;147,5;180;59
;D84AWA-41-NERO;D84AWANE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;41;1;;147,5;180;59
;D84AWA-42-NERO;D84AWANE;GEOX;Nero;SCARPA DONNA GEOX NERO;;PELLE;;WOMEN;42;22;;147,5;180;59
;D922CAC9999-35-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;0;;131,8;160,8;39,99
;D922CAC9999-36-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D922CAC9999-37-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;31;;131,8;160,8;39,99
;D922CAC9999-38-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;19;;131,8;160,8;39,99
;D922CAC9999-39-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;23;;131,8;160,8;39,99
;D922CAC9999-40-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;4;;131,8;160,8;39,99
;D922CAC9999-41-BLACK;D922CAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D922CDC1236-35-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;1;;131,8;160,8;39,99
;D922CDC1236-36-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;5;;131,8;160,8;39,99
;D922CDC1236-37-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;13;;131,8;160,8;39,99
;D922CDC1236-38-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D922CDC1236-39-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;14;;131,8;160,8;39,99
;D922CDC1236-40-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;6;;131,8;160,8;39,99
;D922CDC1236-41-WHITE-LT. GREY;D922CDC1236WHTLTGR;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;4;;131,8;160,8;39,99
;D922CDC9999-36-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D922CDC9999-37-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;4;;131,8;160,8;39,99
;D922CDC9999-38-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;13;;131,8;160,8;39,99
;D922CDC9999-39-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;13;;131,8;160,8;39,99
;D922CDC9999-40-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;7;;131,8;160,8;39,99
;D922CDC9999-41-BLACK;D922CDC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D922QAC5379-37-BEIGE-LT. GOLD;D922QAC5379BEILTGO;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;13;;147,5;180;49,99
;D922QAC5379-38-BEIGE-LT. GOLD;D922QAC5379BEILTGO;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;13;;147,5;180;49,99
;D922QAC5379-39-BEIGE-LT. GOLD;D922QAC5379BEILTGO;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;13;;147,5;180;49,99
;D922QAC5379-40-BEIGE-LT. GOLD;D922QAC5379BEILTGO;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;7;;147,5;180;49,99
;D922QAC5379-41-BEIGE-LT. GOLD;D922QAC5379BEILTGO;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;3;;147,5;180;49,99
;D926CAC9999-37-BLACK;D926CAC9999NE;;Nero;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;16;;147,5;180;49,99
;D926CAC9999-38-BLACK;D926CAC9999NE;;Nero;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;15;;147,5;180;49,99
;D926CAC9999-39-BLACK;D926CAC9999NE;;Nero;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;13;;147,5;180;49,99
;D926CAC9999-40-BLACK;D926CAC9999NE;;Nero;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;2;;147,5;180;49,99
;D926CAC9999-41-BLACK;D926CAC9999NE;;Nero;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;0;;147,5;180;49,99
;D926DAC5AH6-36-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;4;;147,5;180;49,99
;D926DAC5AH6-37-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;17;;147,5;180;49,99
;D926DAC5AH6-38-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;25;;147,5;180;49,99
;D926DAC5AH6-39-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;15;;147,5;180;49,99
;D926DAC5AH6-40-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;5;;147,5;180;49,99
;D926DAC5AH6-41-BEIGE-LT. TAUPE;D926DAC5AH6BEILTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;1;;147,5;180;49,99
;D926HDC1002-35-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;35;3;;147,5;180;49,99
;D926HDC1002-36-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;5;;147,5;180;49,99
;D926HDC1002-37-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;13;;147,5;180;49,99
;D926HDC1002-38-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;18;;147,5;180;49,99
;D926HDC1002-39-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;16;;147,5;180;49,99
;D926HDC1002-40-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;8;;147,5;180;49,99
;D926HDC1002-41-OFF WHTE;D926HDC1002OFWHT;;Bianco;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;4;;147,5;180;49,99
;D926HDC6738-36-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;6;;147,5;180;49,99
;D926HDC6738-37-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;15;;147,5;180;49,99
;D926HDC6738-38-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;18;;147,5;180;49,99
;D926HDC6738-39-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;16;;147,5;180;49,99
;D926HDC6738-40-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;8;;147,5;180;49,99
;D926HDC6738-41-LT.TAUPE;D926HDC6738LTTA;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;4;;147,5;180;49,99
;D927LACH65K-36-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;36;6;;147,5;180;49,99
;D927LACH65K-37-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;37;14;;147,5;180;49,99
;D927LACH65K-38-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;38;16;;147,5;180;49,99
;D927LACH65K-39-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;39;15;;147,5;180;49,99
;D927LACH65K-40-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;40;4;;147,5;180;49,99
;D927LACH65K-41-LT. TAUPE-CREAM;D927LACH65KLTTAICCRE;;Beige;SCARPA DONNA GEOX;;PELLE;;WOMEN;41;0;;147,5;180;49,99
;D929GBC4002-35-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;35;3;;147,5;180;49,99
;D929GBC4002-36-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;36;5;;147,5;180;49,99
;D929GBC4002-37-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;37;10;;147,5;180;49,99
;D929GBC4002-38-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;38;6;;147,5;180;49,99
;D929GBC4002-39-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;39;10;;147,5;180;49,99
;D929GBC4002-40-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;40;4;;147,5;180;49,99
;D929GBC4002-41-NAVY;D929GBC4002NA;;Blu;SCARPA DONNA GEOX;;pELLE;;WOMEN;41;2;;147,5;180;49,99
;D92DLAC1405-35-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;1;;131,8;160,8;39,99
;D92DLAC1405-36-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;7;;131,8;160,8;39,99
;D92DLAC1405-37-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;16;;131,8;160,8;39,99
;D92DLAC1405-38-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;14;;131,8;160,8;39,99
;D92DLAC1405-39-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;16;;131,8;160,8;39,99
;D92DLAC1405-40-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLAC1405-41-OPTIC WHITE;D92DLAC1405OPWH;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;4;;131,8;160,8;39,99
;D92DLAC5000-35-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLAC5000-36-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D92DLAC5000-37-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;37;12;;131,8;160,8;39,99
;D92DLAC5000-38-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92DLAC5000-39-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;39;16;;131,8;160,8;39,99
;D92DLAC5000-40-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;40;9;;131,8;160,8;39,99
;D92DLAC5000-41-BEIGE;D92DLAC5000BE;;Beige;SANDALO GEOX;;PELLE;;WOMEN;41;4;;131,8;160,8;39,99
;D92DLAC9999-35-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;2;;131,8;160,8;39,99
;D92DLAC9999-36-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D92DLAC9999-37-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;13;;131,8;160,8;39,99
;D92DLAC9999-38-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92DLAC9999-39-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;15;;131,8;160,8;39,99
;D92DLAC9999-40-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLAC9999-41-BLACK;D92DLAC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D92DLCC1R1Q-35-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLCC1R1Q-36-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D92DLCC1R1Q-37-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;14;;131,8;160,8;39,99
;D92DLCC1R1Q-38-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92DLCC1R1Q-39-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;15;;131,8;160,8;39,99
;D92DLCC1R1Q-40-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLCC1R1Q-41-OPTIC WHIT- OFF WHITE;D92DLCC1R1QOPTWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;2;;131,8;160,8;39,99
;D92DLCC9999-35-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLCC9999-36-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;36;5;;131,8;160,8;39,99
;D92DLCC9999-37-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;37;14;;131,8;160,8;39,99
;D92DLCC9999-38-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;38;17;;131,8;160,8;39,99
;D92DLCC9999-39-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;39;15;;131,8;160,8;39,99
;D92DLCC9999-40-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLCC9999-41-BLACK;D92DLCC9999NE;;NERO;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D92DLEC1002-35-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLEC1002-36-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;36;4;;131,8;160,8;39,99
;D92DLEC1002-37-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;37;9;;131,8;160,8;39,99
;D92DLEC1002-38-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92DLEC1002-39-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;39;13;;131,8;160,8;39,99
;D92DLEC1002-40-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;40;5;;131,8;160,8;39,99
;D92DLEC1002-41-OFF WHITE;D92DLEC1002OFWHT;;Bianco;SANDALO GEOX;;PELLE;;WOMEN;41;2;;131,8;160,8;39,99
;D92DLEC6738-35-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLEC6738-36-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;36;4;;131,8;160,8;39,99
;D92DLEC6738-37-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;37;13;;131,8;160,8;39,99
;D92DLEC6738-38-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;38;18;;131,8;160,8;39,99
;D92DLEC6738-39-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;39;14;;131,8;160,8;39,99
;D92DLEC6738-40-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLEC6738-41-LT. TAUPE;D92DLEC6738LTTAU;;Beige;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D92DLEC7000-35-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLEC7000-36-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;36;4;;131,8;160,8;39,99
;D92DLEC7000-37-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;37;13;;131,8;160,8;39,99
;D92DLEC7000-38-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;38;17;;131,8;160,8;39,99
;D92DLEC7000-39-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;39;14;;131,8;160,8;39,99
;D92DLEC7000-40-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLEC7000-41-RED;D92DLEC7000RED;;Rosso;SANDALO GEOX;;PELLE;;WOMEN;41;3;;131,8;160,8;39,99
;D92DLEC9999-35-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;3;;131,8;160,8;39,99
;D92DLEC9999-36-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;6;;131,8;160,8;39,99
;D92DLEC9999-37-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;14;;131,8;160,8;39,99
;D92DLEC9999-38-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;17;;131,8;160,8;39,99
;D92DLEC9999-39-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;14;;131,8;160,8;39,99
;D92DLEC9999-40-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92DLEC9999-41-BLACK;D92DLEC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;4;;131,8;160,8;39,99
;D92P3BC9999-35-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;4;;131,8;160,8;39,99
;D92P3BC9999-36-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;2;;131,8;160,8;39,99
;D92P3BC9999-37-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;5;;131,8;160,8;39,99
;D92P3BC9999-38-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;4;;131,8;160,8;39,99
;D92P3BC9999-39-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;2;;131,8;160,8;39,99
;D92P3BC9999-40-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;2;;131,8;160,8;39,99
;D92P3BC9999-41-BLACK;D92P3BC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;0;;131,8;160,8;39,99
;D92R6AC1N1Q-35-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;35;6;;131,8;160,8;39,99
;D92R6AC1N1Q-36-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;36;8;;131,8;160,8;39,99
;D92R6AC1N1Q-37-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;37;15;;131,8;160,8;39,99
;D92R6AC1N1Q-38-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;38;15;;131,8;160,8;39,99
;D92R6AC1N1Q-39-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;39;16;;131,8;160,8;39,99
;D92R6AC1N1Q-40-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;40;10;;131,8;160,8;39,99
;D92R6AC1N1Q-41-LT.SILVER-OFF WHITE;D92R6AC1N1QLTSIOFWHT;;Argento;SANDALO GEOX;;PELLE;;WOMEN;41;4;;131,8;160,8;39,99
;D92R6AC9999-35-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;5;;131,8;160,8;39,99
;D92R6AC9999-36-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;36;9;;131,8;160,8;39,99
;D92R6AC9999-37-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;37;17;;131,8;160,8;39,99
;D92R6AC9999-38-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;38;16;;131,8;160,8;39,99
;D92R6AC9999-39-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;39;14;;131,8;160,8;39,99
;D92R6AC9999-40-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;40;8;;131,8;160,8;39,99
;D92R6AC9999-41-BLACK;D92R6AC9999NE;;Nero;SANDALO GEOX;;PELLE;;WOMEN;41;5;;131,8;160,8;39,99
;D92R6BC005-35-BLACK-DK. GREY;D92R6BC005NEGR;;Nero;SANDALO GEOX;;PELLE;;WOMEN;35;4;;131,8;160,8;39,99
